id	title	poster_path	background_path	format	language	details	description	cast
master	Master	Image/catalog/master.jpg	Image/3.jpg	2D	Hindi	2h 59m | Action | Drama | UA	Master is a 2021 Indian Tamil-language action drama film written and directed by Lokesh Kanagaraj and produced by S. Xavier Britto under XB Film Creators. The film stars Vijay in the main lead role as the protagonist and Vijay Sethupathi as the antagonist. Malavika Mohanan, Andrea Jeremiah, Arjun Das, Shanthanu Bhagyaraj and Gouri G. Kishan play supporting roles. It is the first project of the production house, which also co-produced the film with Jagadish Palanisamy and Seven Screen Studio. The film follows John Durairaj "JD", an alcoholic professor, who takes a three-month teaching job at a juvenile home, and clashes with Bhavani, a ruthless gangster, who uses the children as the scapegoat for his criminal activities. Lokesh narrated the script to Vijay in May 2019, and after his acceptance, the film was launched in August 2019. Lokesh wrote the script, screenplay and dialogue with Rathna Kumar and Pon Parthiban being credited as co-writers. Principal photography commenced in October 2019 and ended in February 2020; the entire film was shot across Delhi, Mumbai, Chennai and Karnataka within 129 working days. Originally announced under the tentative title Thalapathy 64, the official title Master was announced on 31 December 2019. The music is composed by Anirudh Ravichander, while cinematography and editing are performed by Sathyan Sooryan and Philomin Raj, respectively. Master was initially planned for a theatrical release on 9 April 2020, but was postponed due to the COVID-19 pandemic in India. The makers preferred to wait for a theatrical release, rather than release it on any streaming service. After being delayed for several months, the film was finally released in theatres on 13 January 2021, a day before Pongal. In addition, the film was simultaneously dubbed and released in Telugu, Kannada and Hindi (titled Vijay the Master) languages. Master also became the fastest Tamil film to be available on a streaming service after its theatrical release; it premiered on Amazon Prime Video 16 days after its theatrical release on 29 January 2021, which includes a Malayalam-language version. Master received mixed-to-positive reviews from critics. It was the first Indian film to have occupied the top spot in the global box office at the time of release. Irrespective of the film's fragmented theatrical release and its early streaming release, the film grossed around ₹220–300 crore. Many trade analysts and exhibitors praised the film's team for the revival of the theatrical business in Tamil Nadu, which suffered heavy losses due to the pandemic.	Vijay, Vijay Sethupathi, Malavika Mohanan
kaithi	Kaithi	Image/catalog/kaithi.png	Image/3.jpg	2D	Hindi	2h 25m | Action | Thriller | UA	Kaithi (𑂍𑂶𑂟𑂲, IPA: [kəɪ̯t̪ʰiː]), also called Kayathi (𑂍𑂨𑂟𑂲), Kayasthi (𑂍𑂰𑂨𑂮𑂹𑂟𑂲, IPA: [kəjəst̪ʰiː]), Kayastani, or Kaite Lipi (𑂍𑂰𑂅𑂞𑂵 𑂪𑂱𑂣𑂱) in Nepali, is a Brahmic script historically used across parts of Northern and Eastern India. It was prevalent in regions corresponding to modern-day Uttar Pradesh, Bihar, and Jharkhand. The script was primarily utilized for legal, administrative, and private records and was adapted for a variety of Indo-Aryan languages, including Angika, Awadhi, Bhojpuri, Hindustani, Surjapuri, Maithili, Magahi, and Nagpuri.	Karthi, Narain, Dheena
jailer	Jailer	Image/catalog/jailer.jpg	Image/3.jpg	2D	Hindi	2h 48m | Action | Comedy | UA	Jailer is a 2023 Indian Tamil-language action comedy film written and directed by Nelson Dilipkumar. Produced by Kalanithi Maran under Sun Pictures, the film stars Rajinikanth as a retired jailer who sets out to apprehend an eccentric idol smuggler threatening his family. The cast also includes Ramya Krishnan, Vinayakan, Tamannaah Bhatia, Sunil, Vasanth Ravi, Yogi Babu and Mirnaa in supporting roles. Mohanlal, Shiva Rajkumar and Jackie Shroff play guest appearances. The film was officially announced in February 2022 under the working title Thalaivar 169, being the 169th film of Rajinikanth, while the official title was announced in June that year. Principal photography commenced in August 2022 in Chennai followed with schedules in Cuddalore, Hyderabad, Jaisalmer, Mangalore, Kerala and wrapped by early-June 2023. The music is composed by Anirudh Ravichander, with cinematography handled by Vijay Kartik Kannan and edited by R. Nirmal. Jailer was released theatrically on 10 August 2023. The film received positive reviews from critics and emerged as the highest-grossing Tamil film of 2023, sixth highest-grossing Indian film of 2023 and second highest-grossing Tamil film of all time. Additionally, the film received four nominations at the Filmfare Awards South, and won two Ananda Vikatan Cinema Awards, two IIFA Utsavam awards including Best Film, and two South Indian International Movie Awards including Best Film and Best Director for Nelson, all in the Tamil branch. A sequel, Jailer 2, is scheduled to release on 15 October 2026.	Rajinikanth, Mohanlal, Shiva Rajkumar
interstellar	Interstellar	Image/catalog/interstellar.jpg	Image/3.jpg	2D	English	2h 49m | Sci-Fi | Adventure | UA	Jailer is a 2023 Indian Tamil-language action comedy film written and directed by Nelson Dilipkumar. Produced by Kalanithi Maran under Sun Pictures, the film stars Rajinikanth as a retired jailer who sets out to apprehend an eccentric idol smuggler threatening his family. The cast also includes Ramya Krishnan, Vinayakan, Tamannaah Bhatia, Sunil, Vasanth Ravi, Yogi Babu and Mirnaa in supporting roles. Mohanlal, Shiva Rajkumar and Jackie Shroff play guest appearances. The film was officially announced in February 2022 under the working title Thalaivar 169, being the 169th film of Rajinikanth, while the official title was announced in June that year. Principal photography commenced in August 2022 in Chennai followed with schedules in Cuddalore, Hyderabad, Jaisalmer, Mangalore, Kerala and wrapped by early-June 2023. The music is composed by Anirudh Ravichander, with cinematography handled by Vijay Kartik Kannan and edited by R. Nirmal. Jailer was released theatrically on 10 August 2023. The film received positive reviews from critics and emerged as the highest-grossing Tamil film of 2023, sixth highest-grossing Indian film of 2023 and second highest-grossing Tamil film of all time. Additionally, the film received four nominations at the Filmfare Awards South, and won two Ananda Vikatan Cinema Awards, two IIFA Utsavam awards including Best Film, and two South Indian International Movie Awards including Best Film and Best Director for Nelson, all in the Tamil branch. A sequel, Jailer 2, is scheduled to release on 15 October 2026.	Matthew McConaughey, Anne Hathaway, Jessica Chastain
inception	Inception	Image/catalog/inception.jpg	Image/3.jpg	2D	English	2h 28m | Sci-Fi | Thriller | UA	Jailer is a 2023 Indian Tamil-language action comedy film written and directed by Nelson Dilipkumar. Produced by Kalanithi Maran under Sun Pictures, the film stars Rajinikanth as a retired jailer who sets out to apprehend an eccentric idol smuggler threatening his family. The cast also includes Ramya Krishnan, Vinayakan, Tamannaah Bhatia, Sunil, Vasanth Ravi, Yogi Babu and Mirnaa in supporting roles. Mohanlal, Shiva Rajkumar and Jackie Shroff play guest appearances. The film was officially announced in February 2022 under the working title Thalaivar 169, being the 169th film of Rajinikanth, while the official title was announced in June that year. Principal photography commenced in August 2022 in Chennai followed with schedules in Cuddalore, Hyderabad, Jaisalmer, Mangalore, Kerala and wrapped by early-June 2023. The music is composed by Anirudh Ravichander, with cinematography handled by Vijay Kartik Kannan and edited by R. Nirmal. Jailer was released theatrically on 10 August 2023. The film received positive reviews from critics and emerged as the highest-grossing Tamil film of 2023, sixth highest-grossing Indian film of 2023 and second highest-grossing Tamil film of all time. Additionally, the film received four nominations at the Filmfare Awards South, and won two Ananda Vikatan Cinema Awards, two IIFA Utsavam awards including Best Film, and two South Indian International Movie Awards including Best Film and Best Director for Nelson, all in the Tamil branch. A sequel, Jailer 2, is scheduled to release on 15 October 2026.	Leonardo DiCaprio, Joseph Gordon-Levitt, Elliot Page
thedarkknight	The Dark Knight	Image/catalog/thedarkknight.jpg	Image/3.jpg	2D	English	2h 32m | Action | Crime | UA	Jailer is a 2023 Indian Tamil-language action comedy film written and directed by Nelson Dilipkumar. Produced by Kalanithi Maran under Sun Pictures, the film stars Rajinikanth as a retired jailer who sets out to apprehend an eccentric idol smuggler threatening his family. The cast also includes Ramya Krishnan, Vinayakan, Tamannaah Bhatia, Sunil, Vasanth Ravi, Yogi Babu and Mirnaa in supporting roles. Mohanlal, Shiva Rajkumar and Jackie Shroff play guest appearances. The film was officially announced in February 2022 under the working title Thalaivar 169, being the 169th film of Rajinikanth, while the official title was announced in June that year. Principal photography commenced in August 2022 in Chennai followed with schedules in Cuddalore, Hyderabad, Jaisalmer, Mangalore, Kerala and wrapped by early-June 2023. The music is composed by Anirudh Ravichander, with cinematography handled by Vijay Kartik Kannan and edited by R. Nirmal. Jailer was released theatrically on 10 August 2023. The film received positive reviews from critics and emerged as the highest-grossing Tamil film of 2023, sixth highest-grossing Indian film of 2023 and second highest-grossing Tamil film of all time. Additionally, the film received four nominations at the Filmfare Awards South, and won two Ananda Vikatan Cinema Awards, two IIFA Utsavam awards including Best Film, and two South Indian International Movie Awards including Best Film and Best Director for Nelson, all in the Tamil branch. A sequel, Jailer 2, is scheduled to release on 15 October 2026.	Christian Bale, Heath Ledger, Aaron Eckhart
oppenheimer	Oppenheimer	Image/catalog/oppenheimer.jpg	Image/3.jpg	2D	English	3h | Biography | Drama | UA	Jailer is a 2023 Indian Tamil-language action comedy film written and directed by Nelson Dilipkumar. Produced by Kalanithi Maran under Sun Pictures, the film stars Rajinikanth as a retired jailer who sets out to apprehend an eccentric idol smuggler threatening his family. The cast also includes Ramya Krishnan, Vinayakan, Tamannaah Bhatia, Sunil, Vasanth Ravi, Yogi Babu and Mirnaa in supporting roles. Mohanlal, Shiva Rajkumar and Jackie Shroff play guest appearances. The film was officially announced in February 2022 under the working title Thalaivar 169, being the 169th film of Rajinikanth, while the official title was announced in June that year. Principal photography commenced in August 2022 in Chennai followed with schedules in Cuddalore, Hyderabad, Jaisalmer, Mangalore, Kerala and wrapped by early-June 2023. The music is composed by Anirudh Ravichander, with cinematography handled by Vijay Kartik Kannan and edited by R. Nirmal. Jailer was released theatrically on 10 August 2023. The film received positive reviews from critics and emerged as the highest-grossing Tamil film of 2023, sixth highest-grossing Indian film of 2023 and second highest-grossing Tamil film of all time. Additionally, the film received four nominations at the Filmfare Awards South, and won two Ananda Vikatan Cinema Awards, two IIFA Utsavam awards including Best Film, and two South Indian International Movie Awards including Best Film and Best Director for Nelson, all in the Tamil branch. A sequel, Jailer 2, is scheduled to release on 15 October 2026.	Cillian Murphy, Emily Blunt, Robert Downey Jr.
avatar	Avatar	Image/catalog/avatar.jpg	Image/3.jpg	2D	English	2h 42m | Sci-Fi | Adventure | UA	Jailer is a 2023 Indian Tamil-language action comedy film written and directed by Nelson Dilipkumar. Produced by Kalanithi Maran under Sun Pictures, the film stars Rajinikanth as a retired jailer who sets out to apprehend an eccentric idol smuggler threatening his family. The cast also includes Ramya Krishnan, Vinayakan, Tamannaah Bhatia, Sunil, Vasanth Ravi, Yogi Babu and Mirnaa in supporting roles. Mohanlal, Shiva Rajkumar and Jackie Shroff play guest appearances. The film was officially announced in February 2022 under the working title Thalaivar 169, being the 169th film of Rajinikanth, while the official title was announced in June that year. Principal photography commenced in August 2022 in Chennai followed with schedules in Cuddalore, Hyderabad, Jaisalmer, Mangalore, Kerala and wrapped by early-June 2023. The music is composed by Anirudh Ravichander, with cinematography handled by Vijay Kartik Kannan and edited by R. Nirmal. Jailer was released theatrically on 10 August 2023. The film received positive reviews from critics and emerged as the highest-grossing Tamil film of 2023, sixth highest-grossing Indian film of 2023 and second highest-grossing Tamil film of all time. Additionally, the film received four nominations at the Filmfare Awards South, and won two Ananda Vikatan Cinema Awards, two IIFA Utsavam awards including Best Film, and two South Indian International Movie Awards including Best Film and Best Director for Nelson, all in the Tamil branch. A sequel, Jailer 2, is scheduled to release on 15 October 2026.	Sam Worthington, Zoe Saldana, Sigourney Weaver
avatarthewayofwater	Avatar: The Way of Water	Image/catalog/avatarthewayofwater.jpg	Image/3.jpg	2D	English	3h 12m | Sci-Fi | Adventure | UA	Jailer is a 2023 Indian Tamil-language action comedy film written and directed by Nelson Dilipkumar. Produced by Kalanithi Maran under Sun Pictures, the film stars Rajinikanth as a retired jailer who sets out to apprehend an eccentric idol smuggler threatening his family. The cast also includes Ramya Krishnan, Vinayakan, Tamannaah Bhatia, Sunil, Vasanth Ravi, Yogi Babu and Mirnaa in supporting roles. Mohanlal, Shiva Rajkumar and Jackie Shroff play guest appearances. The film was officially announced in February 2022 under the working title Thalaivar 169, being the 169th film of Rajinikanth, while the official title was announced in June that year. Principal photography commenced in August 2022 in Chennai followed with schedules in Cuddalore, Hyderabad, Jaisalmer, Mangalore, Kerala and wrapped by early-June 2023. The music is composed by Anirudh Ravichander, with cinematography handled by Vijay Kartik Kannan and edited by R. Nirmal. Jailer was released theatrically on 10 August 2023. The film received positive reviews from critics and emerged as the highest-grossing Tamil film of 2023, sixth highest-grossing Indian film of 2023 and second highest-grossing Tamil film of all time. Additionally, the film received four nominations at the Filmfare Awards South, and won two Ananda Vikatan Cinema Awards, two IIFA Utsavam awards including Best Film, and two South Indian International Movie Awards including Best Film and Best Director for Nelson, all in the Tamil branch. A sequel, Jailer 2, is scheduled to release on 15 October 2026.	Sam Worthington, Zoe Saldana, Sigourney Weaver
avengersendgame	Avengers: Endgame	Image/catalog/avengersendgame.jpg	Image/3.jpg	2D	English	3h 1m | Superhero | Action | UA	Jailer is a 2023 Indian Tamil-language action comedy film written and directed by Nelson Dilipkumar. Produced by Kalanithi Maran under Sun Pictures, the film stars Rajinikanth as a retired jailer who sets out to apprehend an eccentric idol smuggler threatening his family. The cast also includes Ramya Krishnan, Vinayakan, Tamannaah Bhatia, Sunil, Vasanth Ravi, Yogi Babu and Mirnaa in supporting roles. Mohanlal, Shiva Rajkumar and Jackie Shroff play guest appearances. The film was officially announced in February 2022 under the working title Thalaivar 169, being the 169th film of Rajinikanth, while the official title was announced in June that year. Principal photography commenced in August 2022 in Chennai followed with schedules in Cuddalore, Hyderabad, Jaisalmer, Mangalore, Kerala and wrapped by early-June 2023. The music is composed by Anirudh Ravichander, with cinematography handled by Vijay Kartik Kannan and edited by R. Nirmal. Jailer was released theatrically on 10 August 2023. The film received positive reviews from critics and emerged as the highest-grossing Tamil film of 2023, sixth highest-grossing Indian film of 2023 and second highest-grossing Tamil film of all time. Additionally, the film received four nominations at the Filmfare Awards South, and won two Ananda Vikatan Cinema Awards, two IIFA Utsavam awards including Best Film, and two South Indian International Movie Awards including Best Film and Best Director for Nelson, all in the Tamil branch. A sequel, Jailer 2, is scheduled to release on 15 October 2026.	Robert Downey Jr., Chris Evans, Scarlett Johansson
avengersinfinitywar	Avengers: Infinity War	Image/catalog/avengersinfinitywar.jpg	Image/3.jpg	2D	English	2h 29m | Superhero | Action | UA	Jailer is a 2023 Indian Tamil-language action comedy film written and directed by Nelson Dilipkumar. Produced by Kalanithi Maran under Sun Pictures, the film stars Rajinikanth as a retired jailer who sets out to apprehend an eccentric idol smuggler threatening his family. The cast also includes Ramya Krishnan, Vinayakan, Tamannaah Bhatia, Sunil, Vasanth Ravi, Yogi Babu and Mirnaa in supporting roles. Mohanlal, Shiva Rajkumar and Jackie Shroff play guest appearances. The film was officially announced in February 2022 under the working title Thalaivar 169, being the 169th film of Rajinikanth, while the official title was announced in June that year. Principal photography commenced in August 2022 in Chennai followed with schedules in Cuddalore, Hyderabad, Jaisalmer, Mangalore, Kerala and wrapped by early-June 2023. The music is composed by Anirudh Ravichander, with cinematography handled by Vijay Kartik Kannan and edited by R. Nirmal. Jailer was released theatrically on 10 August 2023. The film received positive reviews from critics and emerged as the highest-grossing Tamil film of 2023, sixth highest-grossing Indian film of 2023 and second highest-grossing Tamil film of all time. Additionally, the film received four nominations at the Filmfare Awards South, and won two Ananda Vikatan Cinema Awards, two IIFA Utsavam awards including Best Film, and two South Indian International Movie Awards including Best Film and Best Director for Nelson, all in the Tamil branch. A sequel, Jailer 2, is scheduled to release on 15 October 2026.	Robert Downey Jr., Chris Hemsworth, Josh Brolin
spidermannowayhome	Spider-Man: No Way Home	Image/catalog/spidermannowayhome.jpg	Image/3.jpg	2D	English	2h 28m | Superhero | Adventure | UA	Jailer is a 2023 Indian Tamil-language action comedy film written and directed by Nelson Dilipkumar. Produced by Kalanithi Maran under Sun Pictures, the film stars Rajinikanth as a retired jailer who sets out to apprehend an eccentric idol smuggler threatening his family. The cast also includes Ramya Krishnan, Vinayakan, Tamannaah Bhatia, Sunil, Vasanth Ravi, Yogi Babu and Mirnaa in supporting roles. Mohanlal, Shiva Rajkumar and Jackie Shroff play guest appearances. The film was officially announced in February 2022 under the working title Thalaivar 169, being the 169th film of Rajinikanth, while the official title was announced in June that year. Principal photography commenced in August 2022 in Chennai followed with schedules in Cuddalore, Hyderabad, Jaisalmer, Mangalore, Kerala and wrapped by early-June 2023. The music is composed by Anirudh Ravichander, with cinematography handled by Vijay Kartik Kannan and edited by R. Nirmal. Jailer was released theatrically on 10 August 2023. The film received positive reviews from critics and emerged as the highest-grossing Tamil film of 2023, sixth highest-grossing Indian film of 2023 and second highest-grossing Tamil film of all time. Additionally, the film received four nominations at the Filmfare Awards South, and won two Ananda Vikatan Cinema Awards, two IIFA Utsavam awards including Best Film, and two South Indian International Movie Awards including Best Film and Best Director for Nelson, all in the Tamil branch. A sequel, Jailer 2, is scheduled to release on 15 October 2026.	Tom Holland, Zendaya, Benedict Cumberbatch
joker	Joker	Image/catalog/joker.jpg	Image/3.jpg	2D	English	2h 2m | Crime | Drama | A	Jailer is a 2023 Indian Tamil-language action comedy film written and directed by Nelson Dilipkumar. Produced by Kalanithi Maran under Sun Pictures, the film stars Rajinikanth as a retired jailer who sets out to apprehend an eccentric idol smuggler threatening his family. The cast also includes Ramya Krishnan, Vinayakan, Tamannaah Bhatia, Sunil, Vasanth Ravi, Yogi Babu and Mirnaa in supporting roles. Mohanlal, Shiva Rajkumar and Jackie Shroff play guest appearances. The film was officially announced in February 2022 under the working title Thalaivar 169, being the 169th film of Rajinikanth, while the official title was announced in June that year. Principal photography commenced in August 2022 in Chennai followed with schedules in Cuddalore, Hyderabad, Jaisalmer, Mangalore, Kerala and wrapped by early-June 2023. The music is composed by Anirudh Ravichander, with cinematography handled by Vijay Kartik Kannan and edited by R. Nirmal. Jailer was released theatrically on 10 August 2023. The film received positive reviews from critics and emerged as the highest-grossing Tamil film of 2023, sixth highest-grossing Indian film of 2023 and second highest-grossing Tamil film of all time. Additionally, the film received four nominations at the Filmfare Awards South, and won two Ananda Vikatan Cinema Awards, two IIFA Utsavam awards including Best Film, and two South Indian International Movie Awards including Best Film and Best Director for Nelson, all in the Tamil branch. A sequel, Jailer 2, is scheduled to release on 15 October 2026.	Joaquin Phoenix, Robert De Niro, Zazie Beetz
topgunmaverick	Top Gun: Maverick	Image/catalog/topgunmaverick.jpg	Image/3.jpg	2D	English	2h 10m | Action | Drama | UA	Jailer is a 2023 Indian Tamil-language action comedy film written and directed by Nelson Dilipkumar. Produced by Kalanithi Maran under Sun Pictures, the film stars Rajinikanth as a retired jailer who sets out to apprehend an eccentric idol smuggler threatening his family. The cast also includes Ramya Krishnan, Vinayakan, Tamannaah Bhatia, Sunil, Vasanth Ravi, Yogi Babu and Mirnaa in supporting roles. Mohanlal, Shiva Rajkumar and Jackie Shroff play guest appearances. The film was officially announced in February 2022 under the working title Thalaivar 169, being the 169th film of Rajinikanth, while the official title was announced in June that year. Principal photography commenced in August 2022 in Chennai followed with schedules in Cuddalore, Hyderabad, Jaisalmer, Mangalore, Kerala and wrapped by early-June 2023. The music is composed by Anirudh Ravichander, with cinematography handled by Vijay Kartik Kannan and edited by R. Nirmal. Jailer was released theatrically on 10 August 2023. The film received positive reviews from critics and emerged as the highest-grossing Tamil film of 2023, sixth highest-grossing Indian film of 2023 and second highest-grossing Tamil film of all time. Additionally, the film received four nominations at the Filmfare Awards South, and won two Ananda Vikatan Cinema Awards, two IIFA Utsavam awards including Best Film, and two South Indian International Movie Awards including Best Film and Best Director for Nelson, all in the Tamil branch. A sequel, Jailer 2, is scheduled to release on 15 October 2026.	Tom Cruise, Miles Teller, Jennifer Connelly
missionimpossibledeadreckoning	Mission: Impossible - Dead Reckoning	Image/catalog/missionimpossibledeadreckoning.jpg	Image/3.jpg	2D	English	2h 43m | Action | Spy | UA	Jailer is a 2023 Indian Tamil-language action comedy film written and directed by Nelson Dilipkumar. Produced by Kalanithi Maran under Sun Pictures, the film stars Rajinikanth as a retired jailer who sets out to apprehend an eccentric idol smuggler threatening his family. The cast also includes Ramya Krishnan, Vinayakan, Tamannaah Bhatia, Sunil, Vasanth Ravi, Yogi Babu and Mirnaa in supporting roles. Mohanlal, Shiva Rajkumar and Jackie Shroff play guest appearances. The film was officially announced in February 2022 under the working title Thalaivar 169, being the 169th film of Rajinikanth, while the official title was announced in June that year. Principal photography commenced in August 2022 in Chennai followed with schedules in Cuddalore, Hyderabad, Jaisalmer, Mangalore, Kerala and wrapped by early-June 2023. The music is composed by Anirudh Ravichander, with cinematography handled by Vijay Kartik Kannan and edited by R. Nirmal. Jailer was released theatrically on 10 August 2023. The film received positive reviews from critics and emerged as the highest-grossing Tamil film of 2023, sixth highest-grossing Indian film of 2023 and second highest-grossing Tamil film of all time. Additionally, the film received four nominations at the Filmfare Awards South, and won two Ananda Vikatan Cinema Awards, two IIFA Utsavam awards including Best Film, and two South Indian International Movie Awards including Best Film and Best Director for Nelson, all in the Tamil branch. A sequel, Jailer 2, is scheduled to release on 15 October 2026.	Tom Cruise, Hayley Atwell, Ving Rhames
fastx	Fast X	Image/catalog/fastx.jpg	Image/3.jpg	2D	English	2h 21m | Action | Crime | UA	Jailer is a 2023 Indian Tamil-language action comedy film written and directed by Nelson Dilipkumar. Produced by Kalanithi Maran under Sun Pictures, the film stars Rajinikanth as a retired jailer who sets out to apprehend an eccentric idol smuggler threatening his family. The cast also includes Ramya Krishnan, Vinayakan, Tamannaah Bhatia, Sunil, Vasanth Ravi, Yogi Babu and Mirnaa in supporting roles. Mohanlal, Shiva Rajkumar and Jackie Shroff play guest appearances. The film was officially announced in February 2022 under the working title Thalaivar 169, being the 169th film of Rajinikanth, while the official title was announced in June that year. Principal photography commenced in August 2022 in Chennai followed with schedules in Cuddalore, Hyderabad, Jaisalmer, Mangalore, Kerala and wrapped by early-June 2023. The music is composed by Anirudh Ravichander, with cinematography handled by Vijay Kartik Kannan and edited by R. Nirmal. Jailer was released theatrically on 10 August 2023. The film received positive reviews from critics and emerged as the highest-grossing Tamil film of 2023, sixth highest-grossing Indian film of 2023 and second highest-grossing Tamil film of all time. Additionally, the film received four nominations at the Filmfare Awards South, and won two Ananda Vikatan Cinema Awards, two IIFA Utsavam awards including Best Film, and two South Indian International Movie Awards including Best Film and Best Director for Nelson, all in the Tamil branch. A sequel, Jailer 2, is scheduled to release on 15 October 2026.	Vin Diesel, Jason Momoa, Michelle Rodriguez
johnwick4	John Wick: Chapter 4	Image/catalog/johnwick4.jpg	Image/3.jpg	2D	English	2h 49m | Action | Thriller | A	Jailer is a 2023 Indian Tamil-language action comedy film written and directed by Nelson Dilipkumar. Produced by Kalanithi Maran under Sun Pictures, the film stars Rajinikanth as a retired jailer who sets out to apprehend an eccentric idol smuggler threatening his family. The cast also includes Ramya Krishnan, Vinayakan, Tamannaah Bhatia, Sunil, Vasanth Ravi, Yogi Babu and Mirnaa in supporting roles. Mohanlal, Shiva Rajkumar and Jackie Shroff play guest appearances. The film was officially announced in February 2022 under the working title Thalaivar 169, being the 169th film of Rajinikanth, while the official title was announced in June that year. Principal photography commenced in August 2022 in Chennai followed with schedules in Cuddalore, Hyderabad, Jaisalmer, Mangalore, Kerala and wrapped by early-June 2023. The music is composed by Anirudh Ravichander, with cinematography handled by Vijay Kartik Kannan and edited by R. Nirmal. Jailer was released theatrically on 10 August 2023. The film received positive reviews from critics and emerged as the highest-grossing Tamil film of 2023, sixth highest-grossing Indian film of 2023 and second highest-grossing Tamil film of all time. Additionally, the film received four nominations at the Filmfare Awards South, and won two Ananda Vikatan Cinema Awards, two IIFA Utsavam awards including Best Film, and two South Indian International Movie Awards including Best Film and Best Director for Nelson, all in the Tamil branch. A sequel, Jailer 2, is scheduled to release on 15 October 2026.	Keanu Reeves, Donnie Yen, Bill Skarsgard
